,EMP_ID,EMPName,certificate_name,certificate_status,skill_table,skill_proficiency,tech_stack
760,EMP_761,Stanton De Lorenzo,"Python,Flask,Firebase,Android Studio,AWS","Approved,Approved,Approved,Rejected,Approved","Python,Flask,Firebase,Android Studio,AWS","Advanced,Intermediate,Beginner,Advanced,Intermediate","C#,Network Security,Machine Learning,Communication,Data Analysis,Microservices,AWS,Product Management,Google Cloud Platform,Agile Product Management,Wireframing,Continuous Deployment"
761,EMP_762,Lottie Cloney,"Networking Abilities,Angular,JavaScript,Scikit-learn,Research Skills","Approved,Rejected,Approved,Approved,Rejected","Networking Abilities,Angular,JavaScript,Scikit-learn,Research Skills","Advanced,Advanced,Beginner,Intermediate,Advanced","Docker,HTML,C#,Behavior-Driven Development,Scrum,GraphQL,Agile Product Management,HTML,Containerization,Wireframing,Objective-C,Kubernetes"
762,EMP_763,Sigismond Capstick,"Google Cloud Platform,Arduino,RESTful APIs,React.js,Google Cloud Platform","Approved,Approved,Approved,Rejected,Approved","Google Cloud Platform,Arduino,RESTful APIs,React.js,Google Cloud Platform","Advanced,Advanced,Beginner,Beginner,Advanced","RESTful API,Kubernetes,Angular,DevOps,Kotlin,Microservices,User Research,Responsive Design,Data Visualization,Microservices,GraphQL,Accessibility"
763,EMP_764,Darda Smith,"Figma,Adaptability,Selenium,Android Studio,Arduino","Rejected,Rejected,Rejected,Approved,Rejected","Figma,Adaptability,Selenium,Android Studio,Arduino","Beginner,Advanced,Advanced,Advanced,Advanced","Continuous Deployment,Data Visualization,Data Science,Docker,Troubleshooting,HTML,Azure,Data Science,Interaction Design,Communication,JavaScript,Cybersecurity"
764,EMP_765,Amaleta Dundendale,"JavaScript,JavaScript,Docker,Natural Language Processing (NLP),Adaptability","Rejected,Approved,Approved,Rejected,Approved","JavaScript,JavaScript,Docker,Natural Language Processing (NLP),Adaptability","Intermediate,Advanced,Intermediate,Beginner,Intermediate","Azure,Prototyping,Data Visualization,Cryptography,Leadership,Test-Driven Development,Agile Product Management,Business Analysis,MongoDB,Azure,Flask,Leadership"
765,EMP_766,Alyce Butterick,"Spring Framework,Adaptability,Express.js,Kotlin,Creativity and Innovation","Approved,Approved,Approved,Approved,Approved","Spring Framework,Adaptability,Express.js,Kotlin,Creativity and Innovation","Beginner,Beginner,Beginner,Advanced,Intermediate","Support,UI/UX Design,Collaboration,Interaction Design,Docker,GraphQL,Data Analysis,Accessibility,Prototyping,Technical Writing,Troubleshooting,C#"
766,EMP_767,Leeland Mulvin,"Express.js,Django,MySQL,Angular,Project Management Skills","Approved,Rejected,Rejected,Approved,Approved","Express.js,Django,MySQL,Angular,Project Management Skills","Intermediate,Intermediate,Advanced,Advanced,Intermediate","Azure,Cryptography,Python,Business Analysis,Containerization,Data Analysis,Objective-C,C#,Collaboration,Kubernetes,Support,Data Analysis"
767,EMP_768,Russell Cinnamond,"Technical Proficiency (specific to the employee's field),Creativity and Innovation,HTML/CSS,Time Management,Spring Framework","Rejected,Rejected,Rejected,Rejected,Approved","Technical Proficiency (specific to the employee's field),Creativity and Innovation,HTML/CSS,Time Management,Spring Framework","Beginner,Beginner,Advanced,Intermediate,Beginner","Responsive Design,CSS,Kubernetes,User Stories,GraphQL,Google Cloud Platform,Communication,Cryptography,Artificial Intelligence,Agile Methodologies,Kubernetes,Communication"
768,EMP_769,Viviana Spinozzi,"Scikit-learn,Big Data Technologies (Hadoop,HTML/CSS,Communication Skills,RESTful APIs","Approved,Approved,Approved,Rejected,Approved","Scikit-learn,Big Data Technologies (Hadoop,HTML/CSS,Communication Skills,RESTful APIs","Intermediate,Beginner,Intermediate,Intermediate,Advanced","Python,SQL,Data Science,UI/UX Design,HTML,Prototyping,Network Security,Collaboration,Data Visualization,GraphQL,Swift,Continuous Integration"
769,EMP_770,Dimitri Westley,"HTML/CSS,Networking Abilities,Express.js,Blockchain Development (Solidity,Azure","Rejected,Approved,Rejected,Approved,Approved","HTML/CSS,Networking Abilities,Express.js,Blockchain Development (Solidity,Azure","Beginner,Beginner,Beginner,Beginner,Beginner","Docker,C#,Communication,Data Science,PostgreSQL,JavaScript,JavaScript,Ruby,Microservices,Wireframing,Documentation,HTML"
770,EMP_771,Janessa Moule,"Docker,Spark),Azure,Time Management,Networking Abilities","Approved,Approved,Approved,Rejected,Rejected","Docker,Spark),Azure,Time Management,Networking Abilities","Beginner,Advanced,Intermediate,Intermediate,Beginner","Django,Artificial Intelligence,Ruby,Scrum,Django,MySQL,Python,Statistical Analysis,RESTful API,Leadership,Data Science,Troubleshooting"
771,EMP_772,Gearalt Raymen,"Node.js,Time Management,Time Management,Creativity and Innovation,Hibernate","Rejected,Rejected,Rejected,Rejected,Approved","Node.js,Time Management,Time Management,Creativity and Innovation,Hibernate","Intermediate,Intermediate,Advanced,Beginner,Advanced","Test-Driven Development,Cybersecurity,Swift,Penetration Testing,Continuous Deployment,PHP,RESTful API,JavaScript,Python,Cryptography,C#,Machine Learning"
772,EMP_773,Pearl Stickles,"Oracle,Firebase,Ethereum),Android Studio,Oracle","Rejected,Approved,Rejected,Rejected,Approved","Oracle,Firebase,Ethereum),Android Studio,Oracle","Advanced,Advanced,Advanced,Advanced,Advanced","Collaboration,Containerization,Accessibility,Accessibility,Business Analysis,PHP,Java,Vue.js,CSS,User Research,Data Visualization,Node.js"
773,EMP_774,Isador Grimm,"Swift,Research Skills,Analytical Skills,Azure,HTML/CSS","Rejected,Approved,Approved,Approved,Approved","Swift,Research Skills,Analytical Skills,Azure,HTML/CSS","Advanced,Beginner,Advanced,Intermediate,Advanced","Scrum,MySQL,Data Visualization,Problem Solving,HTML,C#,User Research,User Stories,Test-Driven Development,Responsive Design,Scrum,CSS"
774,EMP_775,Nert Boadby,"Figma,SQL,Hibernate,Communication Skills,RESTful APIs","Approved,Approved,Rejected,Approved,Rejected","Figma,SQL,Hibernate,Communication Skills,RESTful APIs","Intermediate,Intermediate,Advanced,Intermediate,Intermediate","Product Management,Git,Data Analysis,Wireframing,JavaScript,Accessibility,Kubernetes,Communication,Responsive Design,Network Security,Agile Methodologies,Vue.js"
775,EMP_776,Meggie Cantero,"Teamwork and Collaboration,GraphQL,HTML/CSS,Big Data Technologies (Hadoop,PostgreSQL","Approved,Rejected,Rejected,Rejected,Approved","Teamwork and Collaboration,GraphQL,HTML/CSS,Big Data Technologies (Hadoop,PostgreSQL","Intermediate,Advanced,Advanced,Intermediate,Advanced","Continuous Integration,SQL,Requirements Analysis,NoSQL,User Research,Azure,User Research,Statistical Analysis,Docker,Containerization,Prototyping,Network Security"
776,EMP_777,Flore Vandrill,"PostgreSQL,Oracle,JavaScript,Decision-Making Skills,Swift","Approved,Rejected,Approved,Rejected,Approved","PostgreSQL,Oracle,JavaScript,Decision-Making Skills,Swift","Beginner,Advanced,Beginner,Beginner,Intermediate","Angular,Python,Collaboration,Vue.js,Technical Writing,CSS,Docker,Continuous Integration,Agile Methodologies,Python,Continuous Deployment,Product Management"
777,EMP_778,Ugo Zouch,"Natural Language Processing (NLP),SQL,UI/UX Design Principles,Problem-Solving Skills,React.js","Rejected,Rejected,Rejected,Approved,Approved","Natural Language Processing (NLP),SQL,UI/UX Design Principles,Problem-Solving Skills,React.js","Beginner,Advanced,Intermediate,Beginner,Advanced","MongoDB,DevOps,Kubernetes,Python,Docker,HTML,Agile Methodologies,Python,PHP,Statistical Analysis,Documentation,Network Security"
778,EMP_779,Marten McCoole,"SQL,TensorFlow,Computer Vision,Jenkins,Customer Service Skills","Rejected,Approved,Rejected,Approved,Approved","SQL,TensorFlow,Computer Vision,Jenkins,Customer Service Skills","Beginner,Intermediate,Intermediate,Intermediate,Beginner","Test-Driven Development,Python,Azure,Node.js,Kotlin,Penetration Testing,User Research,Data Analysis,Swift,PostgreSQL,AWS,Wireframing"
779,EMP_780,Yehudit Habard,"Hibernate,JavaScript,Computer Vision,Swift,Spring Framework","Rejected,Rejected,Rejected,Approved,Approved","Hibernate,JavaScript,Computer Vision,Swift,Spring Framework","Beginner,Intermediate,Advanced,Advanced,Beginner","Cryptography,Ruby,React,Product Management,MySQL,Machine Learning,Product Management,PHP,Accessibility,Vue.js,NoSQL,Django"
780,EMP_781,Irena Huntall,"Project Management Skills,IoT Development,Django,Selenium,Java","Approved,Rejected,Approved,Approved,Rejected","Project Management Skills,IoT Development,Django,Selenium,Java","Beginner,Advanced,Intermediate,Advanced,Intermediate","Technical Writing,Azure,Vue.js,Requirements Analysis,JavaScript,RESTful API,Product Management,Accessibility,RESTful API,Vue.js,Microservices,NoSQL"
781,EMP_782,Thorin Grancher,"Azure,JavaScript,GraphQL,Kubernetes,Research Skills","Rejected,Approved,Approved,Approved,Rejected","Azure,JavaScript,GraphQL,Kubernetes,Research Skills","Beginner,Intermediate,Advanced,Beginner,Beginner","HTML,Machine Learning,MongoDB,MySQL,Flask,Git,Machine Learning,SQL,CSS,MySQL,React,CI/CD"
782,EMP_783,Prent Golledge,"MongoDB,PostgreSQL,Flask,Azure,JavaScript","Approved,Rejected,Approved,Approved,Approved","MongoDB,PostgreSQL,Flask,Azure,JavaScript","Beginner,Intermediate,Beginner,Intermediate,Advanced","NoSQL,Google Cloud Platform,CI/CD,Support,Product Management,Data Visualization,Documentation,Communication,Business Analysis,Wireframing,Kubernetes,Behavior-Driven Development"
783,EMP_784,Brandea Aleksandrikin,"Adobe XD,Creativity and Innovation,Kubernetes,GraphQL,Decision-Making Skills","Approved,Approved,Approved,Rejected,Approved","Adobe XD,Creativity and Innovation,Kubernetes,GraphQL,Decision-Making Skills","Beginner,Beginner,Intermediate,Advanced,Beginner","Responsive Design,Agile Product Management,.NET,Accessibility,Java,Angular,Cybersecurity,JavaScript,User Research,Technical Writing,Python,Documentation"
784,EMP_785,Dulciana Hawkslee,"Selenium,TensorFlow,Networking Abilities,Spark),SQL","Approved,Approved,Approved,Approved,Rejected","Selenium,TensorFlow,Networking Abilities,Spark),SQL","Beginner,Advanced,Advanced,Intermediate,Intermediate","React,Artificial Intelligence,Java,.NET,Flask,Wireframing,Kubernetes,GraphQL,CI/CD,Continuous Integration,Product Management,Interaction Design"
785,EMP_786,Audrey Ilymanov,"PostgreSQL,Android Studio,MongoDB,Time Management,MySQL","Rejected,Approved,Approved,Rejected,Rejected","PostgreSQL,Android Studio,MongoDB,Time Management,MySQL","Beginner,Beginner,Advanced,Advanced,Beginner","Containerization,Objective-C,User Stories,Node.js,Flask,Penetration Testing,Statistical Analysis,Product Management,Continuous Deployment,PHP,MongoDB,Cryptography"
786,EMP_787,Albie Ernke,"Git,Adobe XD,Raspberry Pi,Adobe XD,Decision-Making Skills","Rejected,Approved,Rejected,Rejected,Rejected","Git,Adobe XD,Raspberry Pi,Adobe XD,Decision-Making Skills","Beginner,Advanced,Advanced,Advanced,Intermediate","Behavior-Driven Development,Business Analysis,Google Cloud Platform,Google Cloud Platform,Penetration Testing,Data Visualization,Scrum,Swift,Wireframing,Wireframing,Artificial Intelligence,Angular"
787,EMP_788,Janeva Crassweller,"GraphQL,HTML/CSS,Selenium,Adaptability,Selenium","Approved,Approved,Rejected,Rejected,Rejected","GraphQL,HTML/CSS,Selenium,Adaptability,Selenium","Beginner,Advanced,Intermediate,Beginner,Beginner","PHP,Technical Writing,Kubernetes,Business Analysis,Accessibility,Continuous Integration,Network Security,PHP,Responsive Design,React,Django,NoSQL"
788,EMP_789,Nicolas Woodrough,"MySQL,Java,Java,Kotlin,Java","Rejected,Rejected,Approved,Rejected,Approved","MySQL,Java,Java,Kotlin,Java","Beginner,Advanced,Intermediate,Beginner,Advanced","Accessibility,Support,Ruby,Communication,User Research,Angular,Node.js,Test-Driven Development,Kotlin,Objective-C,Vue.js,Kubernetes"
789,EMP_790,Nicoline Doley,"Teamwork and Collaboration,Xcode,Creativity and Innovation,UI/UX Design Principles,Angular","Approved,Approved,Approved,Rejected,Rejected","Teamwork and Collaboration,Xcode,Creativity and Innovation,UI/UX Design Principles,Angular","Intermediate,Beginner,Intermediate,Advanced,Intermediate","Google Cloud Platform,Artificial Intelligence,User Research,Problem Solving,Agile Product Management,Data Science,Technical Writing,Information Security,Test-Driven Development,Django,Problem Solving,Troubleshooting"
790,EMP_791,Kassi Lown,"PostgreSQL,Time Management,Arduino,Research Skills,JavaScript","Rejected,Rejected,Approved,Rejected,Approved","PostgreSQL,Time Management,Arduino,Research Skills,JavaScript","Beginner,Beginner,Intermediate,Advanced,Beginner","Kubernetes,UI/UX Design,Statistical Analysis,Kubernetes,Python,Communication,Documentation,Penetration Testing,CSS,Data Visualization,NoSQL,Technical Writing"
791,EMP_792,Windy Barclay,"Android Studio,Docker,Adobe XD,Customer Service Skills,Selenium","Approved,Rejected,Rejected,Approved,Approved","Android Studio,Docker,Adobe XD,Customer Service Skills,Selenium","Advanced,Intermediate,Advanced,Intermediate,Advanced","GraphQL,Objective-C,PostgreSQL,Responsive Design,.NET,Support,Node.js,Git,Interaction Design,Behavior-Driven Development,Interaction Design,Prototyping"
792,EMP_793,Row Everal,"MySQL,SQL,Node.js,Django,Hibernate","Approved,Rejected,Approved,Rejected,Rejected","MySQL,SQL,Node.js,Django,Hibernate","Beginner,Advanced,Intermediate,Intermediate,Advanced","Responsive Design,Product Management,Prototyping,Product Management,NoSQL,Vue.js,Java,Network Security,Accessibility,Collaboration,User Stories,Data Science"
793,EMP_794,Terri Lewer,"RESTful APIs,Android Studio,TensorFlow,IoT Development,Oracle","Rejected,Approved,Approved,Approved,Rejected","RESTful APIs,Android Studio,TensorFlow,IoT Development,Oracle","Beginner,Beginner,Intermediate,Intermediate,Intermediate","Network Security,Cryptography,Data Science,Problem Solving,User Research,User Stories,Business Analysis,Containerization,AWS,Google Cloud Platform,Cryptography,RESTful API"
794,EMP_795,Cristie Brason,"AWS,Project Management Skills,Arduino,Flask,Customer Service Skills","Rejected,Approved,Rejected,Rejected,Rejected","AWS,Project Management Skills,Arduino,Flask,Customer Service Skills","Beginner,Beginner,Intermediate,Intermediate,Beginner","UI/UX Design,Statistical Analysis,C#,Data Science,GraphQL,PHP,SQL,Node.js,Django,GraphQL,Django,C#"
795,EMP_796,Lindy Bauldry,"Swift,Python,Time Management,Arduino,IoT Development","Rejected,Approved,Approved,Approved,Approved","Swift,Python,Time Management,Arduino,IoT Development","Intermediate,Beginner,Intermediate,Beginner,Advanced","Git,Support,Django,Azure,Communication,AWS,Support,Agile Product Management,C#,NoSQL,Network Security,GraphQL"
796,EMP_797,Barbette Gossart,"Spring Framework,Decision-Making Skills,Firebase,Xcode,TensorFlow","Approved,Approved,Rejected,Approved,Rejected","Spring Framework,Decision-Making Skills,Firebase,Xcode,TensorFlow","Beginner,Intermediate,Intermediate,Advanced,Beginner","Ruby,GraphQL,Data Science,Node.js,Network Security,React,Artificial Intelligence,User Research,CSS,Data Analysis,Git,Containerization"
797,EMP_798,Marlo Pobjay,"Adaptability,Git,Networking Abilities,Networking Abilities,Technical Proficiency (specific to the employee's field)","Rejected,Approved,Rejected,Rejected,Rejected","Adaptability,Git,Networking Abilities,Networking Abilities,Technical Proficiency (specific to the employee's field)","Advanced,Intermediate,Beginner,Intermediate,Beginner","Communication,Statistical Analysis,Containerization,Technical Writing,Requirements Analysis,Cryptography,MySQL,Accessibility,User Research,Leadership,Data Visualization,RESTful API"
798,EMP_799,Hilary Labroue,"Express.js,Big Data Technologies (Hadoop,Android Studio,IoT Development,Project Management Skills","Rejected,Approved,Approved,Rejected,Approved","Express.js,Big Data Technologies (Hadoop,Android Studio,IoT Development,Project Management Skills","Intermediate,Advanced,Advanced,Advanced,Beginner","Swift,Responsive Design,C#,Responsive Design,Angular,Java,Kotlin,Kubernetes,Problem Solving,NoSQL,Java,MySQL"
799,EMP_800,Ad Robet,"Customer Service Skills,Analytical Skills,Express.js,Creativity and Innovation,Teamwork and Collaboration","Approved,Rejected,Rejected,Rejected,Rejected","Customer Service Skills,Analytical Skills,Express.js,Creativity and Innovation,Teamwork and Collaboration","Intermediate,Beginner,Beginner,Advanced,Beginner","User Stories,Azure,GraphQL,Artificial Intelligence,User Stories,Test-Driven Development,Python,Django,Vue.js,Agile Product Management,Problem Solving,MongoDB"
800,EMP_801,Estel Filpi,"Selenium,Xcode,Hibernate,PostgreSQL,Leadership Abilities","Approved,Rejected,Rejected,Approved,Approved","Selenium,Xcode,Hibernate,PostgreSQL,Leadership Abilities","Advanced,Intermediate,Beginner,Beginner,Advanced","Prototyping,MongoDB,User Stories,Cybersecurity,NoSQL,Problem Solving,DevOps,Data Science,Azure,Data Analysis,Google Cloud Platform,Technical Writing"
801,EMP_802,Maryellen Currin,"Swift,Decision-Making Skills,Adaptability,Scikit-learn,Swift","Rejected,Rejected,Rejected,Rejected,Approved","Swift,Decision-Making Skills,Adaptability,Scikit-learn,Swift","Intermediate,Beginner,Beginner,Advanced,Intermediate","Ruby,Swift,Cryptography,Data Visualization,Penetration Testing,Azure,Prototyping,Continuous Integration,React,Problem Solving,Interaction Design,CSS"
802,EMP_803,Timofei Conaghan,"TensorFlow,GraphQL,Selenium,Analytical Skills,Oracle","Rejected,Approved,Approved,Approved,Approved","TensorFlow,GraphQL,Selenium,Analytical Skills,Oracle","Intermediate,Advanced,Beginner,Intermediate,Advanced","MySQL,Machine Learning,Git,RESTful API,Test-Driven Development,Data Science,Wireframing,Machine Learning,AWS,AWS,Python,Prototyping"
803,EMP_804,Gil Raubenheimers,"Project Management Skills,Spark),TensorFlow,Computer Vision,Attention to Detail","Rejected,Rejected,Rejected,Approved,Rejected","Project Management Skills,Spark),TensorFlow,Computer Vision,Attention to Detail","Beginner,Advanced,Beginner,Beginner,Beginner","Product Management,Agile Methodologies,GraphQL,Objective-C,GraphQL,Kotlin,Azure,Agile Methodologies,Collaboration,Git,Business Analysis,CI/CD"
804,EMP_805,Kellen Lansbury,"SQL,Raspberry Pi,Docker,Leadership Abilities,Angular","Rejected,Rejected,Rejected,Rejected,Approved","SQL,Raspberry Pi,Docker,Leadership Abilities,Angular","Intermediate,Advanced,Advanced,Beginner,Advanced","Data Science,Containerization,Git,User Research,Business Analysis,Vue.js,MySQL,DevOps,Angular,PostgreSQL,Cryptography,.NET"
805,EMP_806,Arron Martynikhin,"Jenkins,Customer Service Skills,Git,GraphQL,PyTorch","Rejected,Rejected,Rejected,Approved,Rejected","Jenkins,Customer Service Skills,Git,GraphQL,PyTorch","Advanced,Intermediate,Beginner,Advanced,Beginner","Agile Methodologies,Machine Learning,Java,DevOps,CSS,Scrum,Product Management,Information Security,C#,Support,CI/CD,Interaction Design"
806,EMP_807,Trumann Relf,"Research Skills,Blockchain Development (Solidity,SQL,MySQL,PyTorch","Rejected,Approved,Approved,Approved,Rejected","Research Skills,Blockchain Development (Solidity,SQL,MySQL,PyTorch","Advanced,Advanced,Advanced,Intermediate,Advanced","Responsive Design,MySQL,Artificial Intelligence,Support,Git,UI/UX Design,Objective-C,Behavior-Driven Development,Documentation,Containerization,HTML,Continuous Deployment"
807,EMP_808,Finley Noonan,"React.js,SQL,SQL,React.js,Docker","Approved,Approved,Approved,Rejected,Approved","React.js,SQL,SQL,React.js,Docker","Beginner,Advanced,Intermediate,Beginner,Intermediate","Kubernetes,Docker,Swift,Information Security,Accessibility,Kubernetes,Accessibility,Node.js,Flask,PostgreSQL,Microservices,Containerization"
808,EMP_809,Toby Coggon,"Networking Abilities,Java,Teamwork and Collaboration,Networking Abilities,Spark)","Rejected,Rejected,Rejected,Approved,Rejected","Networking Abilities,Java,Teamwork and Collaboration,Networking Abilities,Spark)","Beginner,Intermediate,Intermediate,Advanced,Intermediate","Data Visualization,Artificial Intelligence,Cybersecurity,Django,Agile Product Management,NoSQL,Angular,MySQL,Scrum,MongoDB,Support,Cybersecurity"
809,EMP_810,Novelia Bereford,"Swift,SQL,Spring Framework,Computer Vision,Django","Approved,Approved,Rejected,Approved,Approved","Swift,SQL,Spring Framework,Computer Vision,Django","Advanced,Beginner,Advanced,Advanced,Beginner","Git,Requirements Analysis,PHP,Troubleshooting,Requirements Analysis,Continuous Deployment,Leadership,Data Science,Python,Test-Driven Development,CI/CD,Objective-C"
810,EMP_811,Rupert Matuszyk,"Git,Java,Teamwork and Collaboration,Spring Framework,IoT Development","Rejected,Rejected,Rejected,Approved,Rejected","Git,Java,Teamwork and Collaboration,Spring Framework,IoT Development","Advanced,Advanced,Beginner,Intermediate,Advanced","Responsive Design,Angular,Node.js,SQL,Kotlin,PHP,RESTful API,NoSQL,Machine Learning,Accessibility,Artificial Intelligence,Support"
811,EMP_812,Hansiain Maine,"Android Studio,Blockchain Development (Solidity,PostgreSQL,Spring Framework,Time Management","Rejected,Rejected,Approved,Approved,Approved","Android Studio,Blockchain Development (Solidity,PostgreSQL,Spring Framework,Time Management","Beginner,Beginner,Intermediate,Intermediate,Beginner","Azure,Requirements Analysis,Scrum,Documentation,NoSQL,CSS,Agile Product Management,Django,Support,Cybersecurity,MongoDB,Ruby"
812,EMP_813,Daune Kenealy,"React.js,JIRA,Decision-Making Skills,Figma,Research Skills","Approved,Rejected,Rejected,Rejected,Rejected","React.js,JIRA,Decision-Making Skills,Figma,Research Skills","Advanced,Beginner,Beginner,Intermediate,Beginner","Communication,Scrum,Machine Learning,Docker,Google Cloud Platform,Documentation,React,Wireframing,Prototyping,Leadership,Problem Solving,Azure"
813,EMP_814,Belia Muschette,"PyTorch,Express.js,Analytical Skills,Angular,Git","Rejected,Rejected,Rejected,Approved,Approved","PyTorch,Express.js,Analytical Skills,Angular,Git","Beginner,Beginner,Beginner,Intermediate,Intermediate",".NET,AWS,Continuous Integration,PHP,Data Science,Java,Agile Product Management,Penetration Testing,CSS,Google Cloud Platform,Microservices,NoSQL"
814,EMP_815,Elmo Trenam,"Hibernate,MongoDB,Hibernate,Java,AWS","Approved,Rejected,Approved,Approved,Approved","Hibernate,MongoDB,Hibernate,Java,AWS","Intermediate,Intermediate,Intermediate,Advanced,Advanced","User Stories,C#,SQL,Java,Django,Troubleshooting,PostgreSQL,Objective-C,Test-Driven Development,Test-Driven Development,PostgreSQL,Problem Solving"
815,EMP_816,Tabb Gillespey,"Figma,Android Studio,GraphQL,Django,Docker","Approved,Rejected,Approved,Approved,Approved","Figma,Android Studio,GraphQL,Django,Docker","Beginner,Advanced,Beginner,Intermediate,Intermediate","Continuous Deployment,MongoDB,Java,Statistical Analysis,React,Documentation,.NET,Communication,GraphQL,Scrum,Information Security,UI/UX Design"
816,EMP_817,Mildrid Purtell,"Google Cloud Platform,IoT Development,Spring Framework,Docker,Customer Service Skills","Rejected,Rejected,Rejected,Approved,Approved","Google Cloud Platform,IoT Development,Spring Framework,Docker,Customer Service Skills","Intermediate,Intermediate,Beginner,Intermediate,Advanced","User Research,HTML,Prototyping,Network Security,PHP,Flask,Data Visualization,User Research,Kotlin,Responsive Design,Kotlin,Technical Writing"
817,EMP_818,Netti Banthorpe,"React.js,Attention to Detail,Leadership Abilities,Networking Abilities,Natural Language Processing (NLP)","Approved,Rejected,Rejected,Approved,Rejected","React.js,Attention to Detail,Leadership Abilities,Networking Abilities,Natural Language Processing (NLP)","Advanced,Intermediate,Advanced,Advanced,Beginner","Statistical Analysis,Agile Methodologies,Django,Agile Product Management,Scrum,Azure,Continuous Integration,Test-Driven Development,Data Analysis,Behavior-Driven Development,Network Security,Angular"
818,EMP_819,Ame Defraine,"Azure,Analytical Skills,Angular,Hibernate,Problem-Solving Skills","Approved,Approved,Approved,Approved,Rejected","Azure,Analytical Skills,Angular,Hibernate,Problem-Solving Skills","Advanced,Beginner,Intermediate,Advanced,Intermediate","Network Security,MySQL,GraphQL,Penetration Testing,Django,Git,CSS,RESTful API,Django,Business Analysis,HTML,Wireframing"
819,EMP_820,Emmy Fischer,"Oracle,Swift,RESTful APIs,JavaScript,Attention to Detail","Approved,Approved,Approved,Rejected,Rejected","Oracle,Swift,RESTful APIs,JavaScript,Attention to Detail","Beginner,Advanced,Beginner,Beginner,Beginner","Flask,Microservices,Git,Kubernetes,Artificial Intelligence,Wireframing,Statistical Analysis,Troubleshooting,PHP,Requirements Analysis,Data Visualization,NoSQL"
820,EMP_821,Natalie Skedgell,"PyTorch,Oracle,UI/UX Design Principles,Teamwork and Collaboration,Computer Vision","Approved,Approved,Rejected,Approved,Approved","PyTorch,Oracle,UI/UX Design Principles,Teamwork and Collaboration,Computer Vision","Beginner,Advanced,Beginner,Advanced,Beginner","MySQL,AWS,Scrum,Collaboration,Leadership,RESTful API,Agile Methodologies,User Stories,Support,User Research,SQL,Microservices"
821,EMP_822,Michale Petters,"Communication Skills,Raspberry Pi,Scikit-learn,Natural Language Processing (NLP),Android Studio","Approved,Approved,Approved,Rejected,Rejected","Communication Skills,Raspberry Pi,Scikit-learn,Natural Language Processing (NLP),Android Studio","Beginner,Advanced,Intermediate,Advanced,Advanced","Cryptography,.NET,Agile Product Management,Containerization,Vue.js,Objective-C,Containerization,Prototyping,Behavior-Driven Development,Interaction Design,Support,Behavior-Driven Development"
822,EMP_823,Hillie Ewin,"Spring Framework,Spark),Figma,PyTorch,Kotlin","Approved,Approved,Approved,Rejected,Approved","Spring Framework,Spark),Figma,PyTorch,Kotlin","Beginner,Beginner,Intermediate,Beginner,Advanced","Cybersecurity,Flask,User Research,Data Science,RESTful API,Git,Behavior-Driven Development,Troubleshooting,Continuous Deployment,Technical Writing,Node.js,Behavior-Driven Development"
823,EMP_824,Lilli Peskett,"Python,Google Cloud Platform,Attention to Detail,Flask,TensorFlow","Approved,Approved,Rejected,Approved,Rejected","Python,Google Cloud Platform,Attention to Detail,Flask,TensorFlow","Advanced,Beginner,Intermediate,Advanced,Beginner","Django,Machine Learning,Leadership,Cybersecurity,Communication,MongoDB,Information Security,Continuous Integration,Documentation,Agile Methodologies,Business Analysis,Wireframing"
824,EMP_825,Elvin Aspinell,"Research Skills,Python,PyTorch,SQL,Communication Skills","Approved,Rejected,Rejected,Rejected,Rejected","Research Skills,Python,PyTorch,SQL,Communication Skills","Beginner,Beginner,Intermediate,Advanced,Beginner","Prototyping,Communication,Wireframing,Technical Writing,Azure,Angular,Cybersecurity,Collaboration,Vue.js,Requirements Analysis,Node.js,Interaction Design"
825,EMP_826,Emmett Taggart,"Spring Framework,Spark),Technical Proficiency (specific to the employee's field),Google Cloud Platform,React.js","Approved,Approved,Rejected,Rejected,Approved","Spring Framework,Spark),Technical Proficiency (specific to the employee's field),Google Cloud Platform,React.js","Advanced,Advanced,Intermediate,Beginner,Intermediate","Technical Writing,Troubleshooting,Statistical Analysis,Kubernetes,Cybersecurity,React,Angular,Docker,Accessibility,Flask,Python,Azure"
826,EMP_827,Deedee Turton,"GraphQL,Blockchain Development (Solidity,Android Studio,Arduino,Adobe XD","Approved,Approved,Approved,Approved,Rejected","GraphQL,Blockchain Development (Solidity,Android Studio,Arduino,Adobe XD","Beginner,Intermediate,Intermediate,Advanced,Advanced","MySQL,Problem Solving,JavaScript,Kotlin,Python,Flask,Prototyping,Angular,Kubernetes,JavaScript,Problem Solving,Node.js"
827,EMP_828,Diarmid Sollis,"Azure,RESTful APIs,Technical Proficiency (specific to the employee's field),Node.js,Xcode","Approved,Approved,Rejected,Approved,Rejected","Azure,RESTful APIs,Technical Proficiency (specific to the employee's field),Node.js,Xcode","Advanced,Intermediate,Beginner,Beginner,Beginner","Microservices,Node.js,Product Management,Python,Agile Methodologies,Wireframing,Objective-C,AWS,Machine Learning,Scrum,Accessibility,Cybersecurity"
